    "Tabla","Codigo","Nombre","Descripcion","Habilitado","Aplicacion","IsStandardGEL","IsStandardMSPS","Extra_I:Cobertura","Extra_II","Extra_III","Extra_IV","Extra_V","Extra_VI","Extra_VII","Extra_VIII","Extra_IX","Extra_X","ValorRegistro","UsuarioResponsable","Fecha_Actualizacion","IsPublicPrivate"
"CUPS","568902","INJERTO DE URÉTER VÍA LAPAROSCÓPICA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","56.8.9.02","568902","OTRAS REPARACIONES DE URÉTER","REPARACIONES DE URÉTER","PROCEDIMIENTOS EN URÉTER","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","568903","RESECCIÓN DE URETEROCELE Y REIMPLANTE DE URÉTER IPSILATERAL VÍA ABIERTA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","56.8.9.03","568903","OTRAS REPARACIONES DE URÉTER","REPARACIONES DE URÉTER","PROCEDIMIENTOS EN URÉTER","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","568904","RESECCIÓN DE URETEROCELE Y REIMPLANTE DE URÉTER IPSILATERAL VÍA LAPAROSCÓPICA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","56.8.9.04","568904","OTRAS REPARACIONES DE URÉTER","REPARACIONES DE URÉTER","PROCEDIMIENTOS EN URÉTER","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","568905","RESECCIÓN ENDOSCÓPICA DE URETEROCELE","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","56.8.9.05","568905","OTRAS REPARACIONES DE URÉTER","REPARACIONES DE URÉTER","PROCEDIMIENTOS EN URÉTER","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","568906","REEMPLAZO DE URÉTER CON SEGMENTO ILEAL IMPLANTADO EN VEJIGA VÍA ABIERTA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","56.8.9.06","568906","OTRAS REPARACIONES DE URÉTER","REPARACIONES DE URÉTER","PROCEDIMIENTOS EN URÉTER","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","568907","REEMPLAZO DE URÉTER CON SEGMENTO ILEAL IMPLANTADO EN VEJIGA VÍA LAPAROSCÓPICA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","56.8.9.07","568907","OTRAS REPARACIONES DE URÉTER","REPARACIONES DE URÉTER","PROCEDIMIENTOS EN URÉTER","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","568908","RECONSTRUCCIÓN DE VÍA URINARIA EN RIÑÓN TRASPLANTADO","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","56.8.9.08","568908","OTRAS REPARACIONES DE URÉTER","REPARACIONES DE URÉTER","PROCEDIMIENTOS EN URÉTER","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","569001","DILATACIÓN DE MEATO URETERAL","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","56.9.0.01","569001","DILATACIÓN URETERAL","OTROS PROCEDIMIENTOS EN URÉTER","PROCEDIMIENTOS EN URÉTER","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","569002","DILATACIÓN URETERAL VÍA ENDOSCÓPICA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","56.9.0.02","569002","DILATACIÓN URETERAL","OTROS PROCEDIMIENTOS EN URÉTER","PROCEDIMIENTOS EN URÉTER","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","569101","LIGADURA DE URÉTER VÍA ABIERTA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","56.9.1.01","569101","LIGADURA DE URÉTER","OTROS PROCEDIMIENTOS EN URÉTER","PROCEDIMIENTOS EN URÉTER","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","569102","LIGADURA DE URÉTER VÍA LAPAROSCÓPICA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","56.9.1.02","569102","LIGADURA DE URÉTER","OTROS PROCEDIMIENTOS EN URÉTER","PROCEDIMIENTOS EN URÉTER","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","569801","INYECCIÓN O INFILTRACIÓN PARAURETERAL","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","56.9.8.01","569801","INFILTRACIÓN O INYECCIÓN PARAURETERAL","OTROS PROCEDIMIENTOS EN URÉTER","PROCEDIMIENTOS EN URÉTER","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","570101","LIMPIEZA Y DRENAJE TRANSURETRAL DE VEJIGA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.0.1.01","570101","DRENAJE DE VEJIGA SIN INCISIÓN","DRENAJE TRANSURETRAL DE VEJIGA","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","570501","HEMOSTASIA O CONTROL DE HEMORRAGIA VESICAL VÍA ABIERTA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.0.5.01","570501","HEMOSTASIA VESICAL O CONTROL DE HEMORRAGIA","DRENAJE TRANSURETRAL DE VEJIGA","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","570502","HEMOSTASIA O CONTROL DE HEMORRAGIA VESICAL VÍA LAPAROSCÓPICA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.0.5.02","570502","HEMOSTASIA VESICAL O CONTROL DE HEMORRAGIA","DRENAJE TRANSURETRAL DE VEJIGA","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","570503","HEMOSTASIA O CONTROL DE HEMORRAGIA VESICAL VÍA ENDOSCÓPICA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.0.5.03","570503","HEMOSTASIA VESICAL O CONTROL DE HEMORRAGIA","DRENAJE TRANSURETRAL DE VEJIGA","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","570504","HEMOSTASIA O CONTROL DE HEMORRAGIA POR ABLACIÓN","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.0.5.04","570504","HEMOSTASIA VESICAL O CONTROL DE HEMORRAGIA","DRENAJE TRANSURETRAL DE VEJIGA","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","571102","CISTOTOMÍA VÍA ABIERTA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.1.1.02","571102","CISTOTOMÍA","CISTOTOMÍAS Y CISTOSTOMÍAS","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","571103","CISTOTOMÍA VÍA PERCUTÁNEA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.1.1.03","571103","CISTOTOMÍA","CISTOTOMÍAS Y CISTOSTOMÍAS","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","571104","CISTOTOMÍA VÍA LAPAROSCÓPICA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.1.1.04","571104","CISTOTOMÍA","CISTOTOMÍAS Y CISTOSTOMÍAS","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","571201","CISTOSTOMÍA VÍA LAPAROSCÓPICA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.1.2.01","571201","CISTOSTOMÍA","CISTOTOMÍAS Y CISTOSTOMÍAS","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","571210","CISTOSTOMÍA VÍA ABIERTA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.1.2.10","571210","CISTOSTOMÍA","CISTOTOMÍAS Y CISTOSTOMÍAS","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","571220","CISTOSTOMÍA VÍA PERCUTÁNEA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.1.2.20","571220","CISTOSTOMÍA","CISTOTOMÍAS Y CISTOSTOMÍAS","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","572101","VESICOSTOMÍA (CUTÁNEA)","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.2.1.01","572101","OTRA VESICOSTOMÍA","VESICOSTOMÍA","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","572201","REVISIÓN DE VESICOSTOMÍA VÍA ABIERTA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.2.2.01","572201","REVISIÓN DE VESICOSTOMÍA","VESICOSTOMÍA","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","573101","CISTOSCOPIA A TRAVÉS DE ESTOMA ARTIFICIAL O CISTOSTOMÍA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.3.1.01","573101","CISTOSCOPIA A TRAVÉS DE ESTOMA (CISTOSTOMÍA)","PROCEDIMIENTOS DIAGNÓSTICOS EN VEJIGA","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","573102","CISTOSCOPIA A TRAVÉS DE ESTOMA CONGÉNITO","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.3.1.02","573102","CISTOSCOPIA A TRAVÉS DE ESTOMA (CISTOSTOMÍA)","PROCEDIMIENTOS DIAGNÓSTICOS EN VEJIGA","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","573103","CISTOSCOPIA A TRAVÉS DE ESTOMA TRAUMÁTICO","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.3.1.03","573103","CISTOSCOPIA A TRAVÉS DE ESTOMA (CISTOSTOMÍA)","PROCEDIMIENTOS DIAGNÓSTICOS EN VEJIGA","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","573201","CISTOSCOPIA TRANSURETRAL","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.3.2.01","573201","OTRA CISTOSCOPIA","PROCEDIMIENTOS DIAGNÓSTICOS EN VEJIGA","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","573301","BIOPSIA ÚNICA DE VEJIGA TRANSURETRAL","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.3.3.01","573301","BIOPSIA DE VEJIGA","PROCEDIMIENTOS DIAGNÓSTICOS EN VEJIGA","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","573302","BIOPSIA MÚLTIPLE DE VEJIGA TRANSURETRAL","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.3.3.02","573302","BIOPSIA DE VEJIGA","PROCEDIMIENTOS DIAGNÓSTICOS EN VEJIGA","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","573303","BIOPSIA ÚNICA DE VEJIGA VÍA LAPAROSCÓPICA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.3.3.03","573303","BIOPSIA DE VEJIGA","PROCEDIMIENTOS DIAGNÓSTICOS EN VEJIGA","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","573304","BIOPSIA MÚLTIPLE DE VEJIGA VÍA LAPAROSCÓPICA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.3.3.04","573304","BIOPSIA DE VEJIGA","PROCEDIMIENTOS DIAGNÓSTICOS EN VEJIGA","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","573401","BIOPSIA ÚNICA DE VEJIGA VÍA ABIERTA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.3.4.01","573401","BIOPSIA DE VEJIGA VÍA ABIERTA","PROCEDIMIENTOS DIAGNÓSTICOS EN VEJIGA","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","573402","BIOPSIA MÚLTIPLE DE VEJIGA VÍA ABIERTA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.3.4.02","573402","BIOPSIA DE VEJIGA VÍA ABIERTA","PROCEDIMIENTOS DIAGNÓSTICOS EN VEJIGA","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","573501","BIOPSIA DE TEJIDO PERIVESICAL","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.3.5.01","573501","BIOPSIA TEJIDO PERIVESICAL","PROCEDIMIENTOS DIAGNÓSTICOS EN VEJIGA","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","574101","ABLACIÓN DE ADHERENCIAS INTRALUMINALES VESICALES TRANSURETRAL","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.4.1.01","574101","ABLACIÓN TRANSURETRAL DE ADHERENCIAS INTRALUMINALES VESICALES","ESCISIÓN O ABLACIÓN TRANSURETRAL DE TEJIDO VESICAL","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","574201","RESECCIÓN DE LESIÓN VESICAL VÍA ENDOSCÓPICA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.4.2.01","574201","""OTRA ESCISIÓN O ABLACIÓN TRANSURETRAL DE TEJIDO OLESIÓN VESICAL""","ESCISIÓN O ABLACIÓN TRANSURETRAL DE TEJIDO VESICAL","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","574202","FULGURACIÓN ENDOSCÓPICA DE LESIÓN VESICAL","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.4.2.02","574202","""OTRA ESCISIÓN O ABLACIÓN TRANSURETRAL DE TEJIDO OLESIÓN VESICAL""","ESCISIÓN O ABLACIÓN TRANSURETRAL DE TEJIDO VESICAL","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","574203","ABLACIÓN DE LESIÓN VESICAL VÍA ENDOSCÓPICA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.4.2.03","574203","""OTRA ESCISIÓN O ABLACIÓN TRANSURETRAL DE TEJIDO OLESIÓN VESICAL""","ESCISIÓN O ABLACIÓN TRANSURETRAL DE TEJIDO VESICAL","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","575103","RESECCIÓN DE SENO URACAL DE VEJIGA (URACOVESICAL) VÍA ABIERTA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.5.1.03","575103","RESECCIÓN DE URACO","OTRA ESCISIÓN O ABLACIÓN DE TEJIDO VESICAL","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","575104","RESECCIÓN DE SENO URACAL DE VEJIGA (URACOVESICAL) VÍA LAPAROSCÓPICA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.5.1.04","575104","RESECCIÓN DE URACO","OTRA ESCISIÓN O ABLACIÓN DE TEJIDO VESICAL","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","575105","RESECCIÓN DE FÍSTULA URACAL VÍA ABIERTA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.5.1.05","575105","RESECCIÓN DE URACO","OTRA ESCISIÓN O ABLACIÓN DE TEJIDO VESICAL","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","575106","RESECCIÓN DE FÍSTULA URACAL VÍA LAPAROSCÓPICA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.5.1.06","575106","RESECCIÓN DE URACO","OTRA ESCISIÓN O ABLACIÓN DE TEJIDO VESICAL","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","575107","RESECCIÓN DE URACO VÍA ABIERTA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.5.1.07","575107","RESECCIÓN DE URACO","OTRA ESCISIÓN O ABLACIÓN DE TEJIDO VESICAL","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","575108","RESECCIÓN DE URACO VÍA LAPAROSCÓPICA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.5.1.08","575108","RESECCIÓN DE URACO","OTRA ESCISIÓN O ABLACIÓN DE TEJIDO VESICAL","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","575202","RESECCIÓN O FULGURACIÓN SUPRAPÚBICA DE LESIÓN VESICAL- VÍA ABIERTA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.5.2.02","575202","ESCISIÓN O ABLACIÓN ABIERTA DE OTRA LESIÓN O TEJIDO VESICAL","OTRA ESCISIÓN O ABLACIÓN DE TEJIDO VESICAL","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","575203","ENDOMETRECTOMÍA DE VEJIGA VÍA ABIERTA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.5.2.03","575203","ESCISIÓN O ABLACIÓN ABIERTA DE OTRA LESIÓN O TEJIDO VESICAL","OTRA ESCISIÓN O ABLACIÓN DE TEJIDO VESICAL","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","575204","ENDOMETRECTOMÍA DE VEJIGA VÍA LAPAROSCÓPICA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.5.2.04","575204","ESCISIÓN O ABLACIÓN ABIERTA DE OTRA LESIÓN O TEJIDO VESICAL","OTRA ESCISIÓN O ABLACIÓN DE TEJIDO VESICAL","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","575205","RESECCIÓN O FULGURACIÓN SUPRAPÚBICA DE LESIÓN VESICAL VÍA LAPAROSCÓPICA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.5.2.05","575205","ESCISIÓN O ABLACIÓN ABIERTA DE OTRA LESIÓN O TEJIDO VESICAL","OTRA ESCISIÓN O ABLACIÓN DE TEJIDO VESICAL","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","575206","RESECCIÓN DE DIVERTÍCULO VESICAL VÍA LAPAROSCÓPICA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.5.2.06","575206","ESCISIÓN O ABLACIÓN ABIERTA DE OTRA LESIÓN O TEJIDO VESICAL","OTRA ESCISIÓN O ABLACIÓN DE TEJIDO VESICAL","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","576001","CISTECTOMÍA PARCIAL- VÍA ABIERTA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.6.0.01","576001","CISTECTOMÍA PARCIAL","CISTECTOMÍAS PARCIALES","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","576011","CISTECTOMÍA PARCIAL POR LAPAROSCOPIA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.6.0.11","576011","CISTECTOMÍA PARCIAL","CISTECTOMÍAS PARCIALES","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","576060","RESECCIÓN DE CUELLO VESICAL TRANSVESICAL","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.6.0.60","576060","CISTECTOMÍA PARCIAL","CISTECTOMÍAS PARCIALES","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","576061","RESECCIÓN TRANSURETRAL (ENDOSCÓPICA) DE CUELLO VESICAL","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.6.0.61","576061","CISTECTOMÍA PARCIAL","CISTECTOMÍAS PARCIALES","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","577301","EXTIRPACIÓN TOTAL DE VEJIGA URINARIA [CISTECTOMÍA] VÍA ABIERTA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.7.3.01","577301","CISTECTOMÍA TOTAL O RADICAL","CISTECTOMÍAS TOTALES Y RADICALES","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","577302","EXTIRPACIÓN TOTAL DE VEJIGA URINARIA [CISTECTOMÍA] VÍA LAPAROSCÓPICA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.7.3.02","577302","CISTECTOMÍA TOTAL O RADICAL","CISTECTOMÍAS TOTALES Y RADICALES","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","577303","CISTECTOMÍA TOTAL CON URETRECTOMÍA VÍA ABIERTA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.7.3.03","577303","CISTECTOMÍA TOTAL O RADICAL","CISTECTOMÍAS TOTALES Y RADICALES","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","577304","CISTECTOMÍA TOTAL CON URETRECTOMÍA VÍA LAPAROSCÓPICA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","Z","False","False","SUBCATEGORIA","57.7.3.04","577304","CISTECTOMÍA TOTAL O RADICAL","CISTECTOMÍAS TOTALES Y RADICALES","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","577305","EXENTERACIÓN PÉLVICA MASCULINA (CON RECTO) VÍA ABIERTA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","M","False","False","SUBCATEGORIA","57.7.3.05","577305","CISTECTOMÍA TOTAL O RADICAL","CISTECTOMÍAS TOTALES Y RADICALES","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","577306","EXENTERACIÓN PÉLVICA MASCULINA (CON RECTO) VÍA LAPAROSCÓPICA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","M","False","False","SUBCATEGORIA","57.7.3.06","577306","CISTECTOMÍA TOTAL O RADICAL","CISTECTOMÍAS TOTALES Y RADICALES","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","577307","ESCISIÓN O REMOCIÓN DE VEJIGA- PRÓSTATA- VESÍCULAS SEMINALES Y TEJIDO GRASO [CISTOPROSTATECTOMÍA] VÍA ABIERTA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","M","False","False","SUBCATEGORIA","57.7.3.07","577307","CISTECTOMÍA TOTAL O RADICAL","CISTECTOMÍAS TOTALES Y RADICALES","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","577308","ESCISIÓN O REMOCIÓN DE VEJIGA- PRÓSTATA- VESÍCULAS SEMINALES Y TEJIDO GRASO [CISTOPROSTATECTOMÍA] VÍA LAPAROSCÓPICA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","M","False","False","SUBCATEGORIA","57.7.3.08","577308","CISTECTOMÍA TOTAL O RADICAL","CISTECTOMÍAS TOTALES Y RADICALES","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","577309","ESCISIÓN O REMOCIÓN DE VEJIGA- URETRA Y TEJIDO GRASO EN MUJER VÍA ABIERTA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","F","False","False","SUBCATEGORIA","57.7.3.09","577309","CISTECTOMÍA TOTAL O RADICAL","CISTECTOMÍAS TOTALES Y RADICALES","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","577310","ESCISIÓN O REMOCIÓN DE VEJIGA- URETRA Y TEJIDO GRASO EN MUJER VÍA LAPAROSCÓPICA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","F","False","False","SUBCATEGORIA","57.7.3.10","577310","CISTECTOMÍA TOTAL O RADICAL","CISTECTOMÍAS TOTALES Y RADICALES","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","577311","CISTOPROSTATECTOMÍA RADICAL POR LAPAROSCOPIA MÁS DERIVACIÓN URINARIA (CONDUCTO ILEAL O SIMILAR) VÍA ABIERTA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","M","False","False","SUBCATEGORIA","57.7.3.11","577311","CISTECTOMÍA TOTAL O RADICAL","CISTECTOMÍAS TOTALES Y RADICALES","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","577312","CISTOPROSTATECTOMÍA RADICAL POR LAPAROSCOPIA MÁS DERIVACIÓN URINARIA (CONDUCTO ILEAL O SIMILAR) VÍA LAPAROSCÓPICA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","M","False","False","SUBCATEGORIA","57.7.3.12","577312","CISTECTOMÍA TOTAL O RADICAL","CISTECTOMÍAS TOTALES Y RADICALES","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
"CUPS","577313","CISTOPROSTATECTOMÍA RADICAL MAS DERIVACÍÓN URINARIA (BOLSA CONTINENTE ORTOTÓPICA) VÍA ABIERTA","CapItulo 10 SISTEMA URINARIO","SI","","False","False","M","False","False","SUBCATEGORIA","57.7.3.13","577313","CISTECTOMÍA TOTAL O RADICAL","CISTECTOMÍAS TOTALES Y RADICALES","PROCEDIMIENTOS EN VEJIGA","SI","","","2026-03-17 07:19:42 PM",""
